GEOIDFQ,GEOTYPE,GEONAME,YEAR,RACE,PROPORTION
0500000US39101,County,Marion County,2019,Two or more races,0.01902946646786664
0500000US39101,County,Marion County,2020,Two or more races,0.020171896984156116
0500000US39101,County,Marion County,2021,Two or more races,0.021283111315265658
0500000US39101,County,Marion County,2022,Two or more races,0.022411738302713244
0500000US39101,County,Marion County,2023,Two or more races,0.023006584324065937
0500000US39117,County,Morrow County,2010,Two or more races,0.011957459039954009
0500000US39117,County,Morrow County,2011,Two or more races,0.012782581219659323
0500000US39117,County,Morrow County,2012,Two or more races,0.013433221389821752
0500000US39117,County,Morrow County,2013,Two or more races,0.012883417979398008
0500000US39117,County,Morrow County,2014,Two or more races,0.012878852923499613
0500000US39117,County,Morrow County,2015,Two or more races,0.013503461692510156
0500000US39117,County,Morrow County,2016,Two or more races,0.014200641319285386
0500000US39117,County,Morrow County,2017,Two or more races,0.01379981676591846
0500000US39117,County,Morrow County,2018,Two or more races,0.013633905445023197
0500000US39117,County,Morrow County,2019,Two or more races,0.014741667138249108
0500000US39117,County,Morrow County,2020,Two or more races,0.014265294453973698
0500000US39117,County,Morrow County,2021,Two or more races,0.015054679732992472
0500000US39117,County,Morrow County,2022,Two or more races,0.015706361784016302
0500000US39117,County,Morrow County,2023,Two or more races,0.01668773704171934
0500000US39127,County,Perry County,2010,Two or more races,0.012043177844992646
0500000US39127,County,Perry County,2011,Two or more races,0.012365784316431589
0500000US39127,County,Perry County,2012,Two or more races,0.01214462385015146
0500000US39127,County,Perry County,2013,Two or more races,0.011972222222222223
0500000US39127,County,Perry County,2014,Two or more races,0.013110282246840728
0500000US39127,County,Perry County,2015,Two or more races,0.01359466221851543
0500000US39127,County,Perry County,2016,Two or more races,0.013910870470637235
0500000US39127,County,Perry County,2017,Two or more races,0.013926337734537874
0500000US39127,County,Perry County,2018,Two or more races,0.013898906952227709
0500000US39127,County,Perry County,2019,Two or more races,0.01411686550225593
0500000US39127,County,Perry County,2020,Two or more races,0.014613778705636743
0500000US39127,County,Perry County,2021,Two or more races,0.015452289645838033
0500000US39127,County,Perry County,2022,Two or more races,0.016041273152716303
0500000US39127,County,Perry County,2023,Two or more races,0.0162583330989283
0500000US39129,County,Pickaway County,2010,Two or more races,0.011213377110357572
0500000US39129,County,Pickaway County,2011,Two or more races,0.011546848747006042
0500000US39129,County,Pickaway County,2012,Two or more races,0.012501111407486441
0500000US39129,County,Pickaway County,2013,Two or more races,0.012865559341283361
0500000US39129,County,Pickaway County,2014,Two or more races,0.013614799922402695
0500000US39129,County,Pickaway County,2015,Two or more races,0.014195223807267815
0500000US39129,County,Pickaway County,2016,Two or more races,0.014761879922800062
0500000US39129,County,Pickaway County,2017,Two or more races,0.015094600910522945
0500000US39129,County,Pickaway County,2018,Two or more races,0.01535310418423725
0500000US39129,County,Pickaway County,2019,Two or more races,0.015960082705353634
0500000US39129,County,Pickaway County,2020,Two or more races,0.01653709765411893
0500000US39129,County,Pickaway County,2021,Two or more races,0.01778269378031141
0500000US39129,County,Pickaway County,2022,Two or more races,0.01871448331028047
0500000US39129,County,Pickaway County,2023,Two or more races,0.018875028648135415
0500000US39141,County,Ross County,2010,Two or more races,0.019384906916596247
0500000US39141,County,Ross County,2011,Two or more races,0.020285073588164032
0500000US39141,County,Ross County,2012,Two or more races,0.020799131322793728
0500000US39141,County,Ross County,2013,Two or more races,0.02168203987114969
0500000US39141,County,Ross County,2014,Two or more races,0.021863167176720783
0500000US39141,County,Ross County,2015,Two or more races,0.022525854126928518
0500000US39141,County,Ross County,2016,Two or more races,0.023189574445947353
0500000US39141,County,Ross County,2017,Two or more races,0.023894228903349333
0500000US39141,County,Ross County,2018,Two or more races,0.02421316957025202
0500000US39141,County,Ross County,2019,Two or more races,0.02560923080939266
0500000US39141,County,Ross County,2020,Two or more races,0.02629495515840569
0500000US39141,County,Ross County,2021,Two or more races,0.026326797385620916
0500000US39141,County,Ross County,2022,Two or more races,0.0270559941444032
0500000US39141,County,Ross County,2023,Two or more races,0.028365642279185893
0500000US39159,County,Union County,2010,Two or more races,0.012199306164461896
0500000US39159,County,Union County,2011,Two or more races,0.012447976497617747
0500000US39159,County,Union County,2012,Two or more races,0.012992916398348422
0500000US39159,County,Union County,2013,Two or more races,0.013660179640718563
0500000US39159,County,Union County,2014,Two or more races,0.01340597225837641
0500000US39159,County,Union County,2015,Two or more races,0.013310291576276796
0500000US39159,County,Union County,2016,Two or more races,0.013686804194169169
0500000US39159,County,Union County,2017,Two or more races,0.014601878892368319
0500000US39159,County,Union County,2018,Two or more races,0.01537104917352514
0500000US39159,County,Union County,2019,Two or more races,0.01561282893622786
0500000US39159,County,Union County,2020,Two or more races,0.01591503526987398
0500000US39159,County,Union County,2021,Two or more races,0.01635793936042761
0500000US39159,County,Union County,2022,Two or more races,0.017210957593157484
0500000US39159,County,Union County,2023,Two or more races,0.01786406651636343
M010000US001,Region,15-County Region,2010,Two or more races,0.020400445396615625
M010000US001,Region,15-County Region,2011,Two or more races,0.021011996561145933
M010000US001,Region,15-County Region,2012,Two or more races,0.021469528012667185
M010000US001,Region,15-County Region,2013,Two or more races,0.022149970149783725
M010000US001,Region,15-County Region,2014,Two or more races,0.022661657247696122
M010000US001,Region,15-County Region,2015,Two or more races,0.023259293309511007
M010000US001,Region,15-County Region,2016,Two or more races,0.023903416655546836
M010000US001,Region,15-County Region,2017,Two or more races,0.024417869571789628
M010000US001,Region,15-County Region,2018,Two or more races,0.024978657980237396
M010000US001,Region,15-County Region,2019,Two or more races,0.025567756301653925
M010000US001,Region,15-County Region,2020,Two or more races,0.02607023456935893
M010000US001,Region,15-County Region,2021,Two or more races,0.026815344061009605
M010000US001,Region,15-County Region,2022,Two or more races,0.02742708414831115
M010000US001,Region,15-County Region,2023,Two or more races,0.02799679813579628
0500000US39041,County,Delaware County,2010,Hispanic or Latino (any races),0.021157645876400517
0500000US39041,County,Delaware County,2011,Hispanic or Latino (any races),0.021793665725932894
0500000US39041,County,Delaware County,2012,Hispanic or Latino (any races),0.022793736274650454
0500000US39041,County,Delaware County,2013,Hispanic or Latino (any races),0.023336656875690535
0500000US39041,County,Delaware County,2014,Hispanic or Latino (any races),0.023891504832611824
0500000US39041,County,Delaware County,2015,Hispanic or Latino (any races),0.024165392719910753
0500000US39041,County,Delaware County,2016,Hispanic or Latino (any races),0.02542012337800468
0500000US39041,County,Delaware County,2017,Hispanic or Latino (any races),0.025756001531142343
0500000US39041,County,Delaware County,2018,Hispanic or Latino (any races),0.027046901099115155
0500000US39041,County,Delaware County,2019,Hispanic or Latino (any races),0.02787365089050761
0500000US39041,County,Delaware County,2020,Hispanic or Latino (any races),0.03257484918620972
0500000US39041,County,Delaware County,2021,Hispanic or Latino (any races),0.033111595159118226
0500000US39041,County,Delaware County,2022,Hispanic or Latino (any races),0.03453466710223109
0500000US39041,County,Delaware County,2023,Hispanic or Latino (any races),0.03502478025868173
0500000US39045,County,Fairfield County,2010,Hispanic or Latino (any races),0.01722583465384405
0500000US39045,County,Fairfield County,2011,Hispanic or Latino (any races),0.01786927571680935
0500000US39045,County,Fairfield County,2012,Hispanic or Latino (any races),0.018484325997529086
0500000US39045,County,Fairfield County,2013,Hispanic or Latino (any races),0.019002822201317028
0500000US39045,County,Fairfield County,2014,Hispanic or Latino (any races),0.020059840425531914
0500000US39045,County,Fairfield County,2015,Hispanic or Latino (any races),0.020448086709404532
0500000US39045,County,Fairfield County,2016,Hispanic or Latino (any races),0.02131140032323708
0500000US39045,County,Fairfield County,2017,Hispanic or Latino (any races),0.022020708644113807
0500000US39045,County,Fairfield County,2018,Hispanic or Latino (any races),0.02306775512296395
0500000US39045,County,Fairfield County,2019,Hispanic or Latino (any races),0.023981788551898187
0500000US39045,County,Fairfield County,2020,Hispanic or Latino (any races),0.025732527218905222
0500000US39045,County,Fairfield County,2021,Hispanic or Latino (any races),0.026716870646179804
0500000US39045,County,Fairfield County,2022,Hispanic or Latino (any races),0.027541176759370626
0500000US39045,County,Fairfield County,2023,Hispanic or Latino (any races),0.028670778906627965
0500000US39047,County,Fayette County,2010,Hispanic or Latino (any races),0.01802453818582851
0500000US39047,County,Fayette County,2011,Hispanic or Latino (any races),0.01766539660547281
0500000US39047,County,Fayette County,2012,Hispanic or Latino (any races),0.017101147028154327
0500000US39047,County,Fayette County,2013,Hispanic or Latino (any races),0.01760195189961659
0500000US39047,County,Fayette County,2014,Hispanic or Latino (any races),0.01954488342873098
0500000US39047,County,Fayette County,2015,Hispanic or Latino (any races),0.020232728797567878
0500000US39047,County,Fayette County,2016,Hispanic or Latino (any races),0.020247429865830283
0500000US39047,County,Fayette County,2017,Hispanic or Latino (any races),0.02092852907321497
0500000US39047,County,Fayette County,2018,Hispanic or Latino (any races),0.021772558887257987
0500000US39047,County,Fayette County,2019,Hispanic or Latino (any races),0.022642701678017272
0500000US39047,County,Fayette County,2020,Hispanic or Latino (any races),0.023364969801553063
0500000US39047,County,Fayette County,2021,Hispanic or Latino (any races),0.02471141217944287
0500000US39047,County,Fayette County,2022,Hispanic or Latino (any races),0.02521503884572697
0500000US39047,County,Fayette County,2023,Hispanic or Latino (any races),0.025193462192455843
0500000US39049,County,Franklin County,2010,Hispanic or Latino (any races),0.048056195325402284
0500000US39049,County,Franklin County,2011,Hispanic or Latino (any races),0.04861391613466484
0500000US39049,County,Franklin County,2012,Hispanic or Latino (any races),0.04930302679075461
0500000US39049,County,Franklin County,2013,Hispanic or Latino (any races),0.050240898435513534
0500000US39049,County,Franklin County,2014,Hispanic or Latino (any races),0.05115365551625096
0500000US39049,County,Franklin County,2015,Hispanic or Latino (any races),0.05234475801162422
0500000US39049,County,Franklin County,2016,Hispanic or Latino (any races),0.05368832790155676
0500000US39049,County,Franklin County,2017,Hispanic or Latino (any races),0.05531119877442775
0500000US39049,County,Franklin County,2018,Hispanic or Latino (any races),0.0567599394466907
0500000US39049,County,Franklin County,2019,Hispanic or Latino (any races),0.05829919788650906
0500000US39049,County,Franklin County,2020,Hispanic or Latino (any races),0.06896192431372934
0500000US39049,County,Franklin County,2021,Hispanic or Latino (any races),0.07074830758206273
0500000US39049,County,Franklin County,2022,Hispanic or Latino (any races),0.07274859464489722
0500000US39049,County,Franklin County,2023,Hispanic or Latino (any races),0.07532900020587258
0500000US39073,County,Hocking County,2010,Hispanic or Latino (any races),0.006783570192992572
0500000US39073,County,Hocking County,2011,Hispanic or Latino (any races),0.007532828882630382
0500000US39073,County,Hocking County,2012,Hispanic or Latino (any races),0.007813033094506995
0500000US39073,County,Hocking County,2013,Hispanic or Latino (any races),0.008583391486392184
0500000US39073,County,Hocking County,2014,Hispanic or Latino (any races),0.008626387004765384
0500000US39073,County,Hocking County,2015,Hispanic or Latino (any races),0.008841484808083644
0500000US39073,County,Hocking County,2016,Hispanic or Latino (any races),0.008977924867091504
0500000US39073,County,Hocking County,2017,Hispanic or Latino (any races),0.009423347398030942
0500000US39073,County,Hocking County,2018,Hispanic or Latino (any races),0.010228194547314218
0500000US39073,County,Hocking County,2019,Hispanic or Latino (any races),0.010977337110481586
0500000US39073,County,Hocking County,2020,Hispanic or Latino (any races),0.008666191155492154
0500000US39073,County,Hocking County,2021,Hispanic or Latino (any races),0.00957261307426782
0500000US39073,County,Hocking County,2022,Hispanic or Latino (any races),0.009849737579984183
0500000US39073,County,Hocking County,2023,Hispanic or Latino (any races),0.009985475671750182
0500000US39083,County,Knox County,2010,Hispanic or Latino (any races),0.012293941427799696
0500000US39083,County,Knox County,2011,Hispanic or Latino (any races),0.013183227280143579
0500000US39083,County,Knox County,2012,Hispanic or Latino (any races),0.013523963080567941
0500000US39083,County,Knox County,2013,Hispanic or Latino (any races),0.013813606648927433
0500000US39083,County,Knox County,2014,Hispanic or Latino (any races),0.013975587777504711
0500000US39083,County,Knox County,2015,Hispanic or Latino (any races),0.014644934065033992
0500000US39083,County,Knox County,2016,Hispanic or Latino (any races),0.014847505455022723
0500000US39083,County,Knox County,2017,Hispanic or Latino (any races),0.015160159752221045
0500000US39083,County,Knox County,2018,Hispanic or Latino (any races),0.015519775197428982
0500000US39083,County,Knox County,2019,Hispanic or Latino (any races),0.01625990134802937
0500000US39083,County,Knox County,2020,Hispanic or Latino (any races),0.01902775345126825
0500000US39083,County,Knox County,2021,Hispanic or Latino (any races),0.01952256847289065
0500000US39083,County,Knox County,2022,Hispanic or Latino (any races),0.020523450851319704
0500000US39083,County,Knox County,2023,Hispanic or Latino (any races),0.02100442198357549
0500000US39089,County,Licking County,2010,Hispanic or Latino (any races),0.014071075123706703
0500000US39089,County,Licking County,2011,Hispanic or Latino (any races),0.014994467537904841
0500000US39089,County,Licking County,2012,Hispanic or Latino (any races),0.01537855830489871
0500000US39089,County,Licking County,2013,Hispanic or Latino (any races),0.01605036432250255
0500000US39089,County,Licking County,2014,Hispanic or Latino (any races),0.016707373190329545
0500000US39089,County,Licking County,2015,Hispanic or Latino (any races),0.017607675681374876
0500000US39089,County,Licking County,2016,Hispanic or Latino (any races),0.018493779259551826
0500000US39089,County,Licking County,2017,Hispanic or Latino (any races),0.01979975832901778
0500000US39089,County,Licking County,2018,Hispanic or Latino (any races),0.02033375801974792
0500000US39089,County,Licking County,2019,Hispanic or Latino (any races),0.021267228825899962
0500000US39089,County,Licking County,2020,Hispanic or Latino (any races),0.022625067120100234
0500000US39089,County,Licking County,2021,Hispanic or Latino (any races),0.02335283105859872
0500000US39089,County,Licking County,2022,Hispanic or Latino (any races),0.02422358539872913
0500000US39089,County,Licking County,2023,Hispanic or Latino (any races),0.025212744471918822
0500000US39091,County,Logan County,2010,Hispanic or Latino (any races),0.01171763985746453
0500000US39091,County,Logan County,2011,Hispanic or Latino (any races),0.012558904109589042
0500000US39091,County,Logan County,2012,Hispanic or Latino (any races),0.012727913326873954
0500000US39091,County,Logan County,2013,Hispanic or Latino (any races),0.013392365470605079
0500000US39091,County,Logan County,2014,Hispanic or Latino (any races),0.01405105877696418
0500000US39091,County,Logan County,2015,Hispanic or Latino (any races),0.014473538835487791
0500000US39091,County,Logan County,2016,Hispanic or Latino (any races),0.014929671059918041
0500000US39091,County,Logan County,2017,Hispanic or Latino (any races),0.015215516288121725
0500000US39091,County,Logan County,2018,Hispanic or Latino (any races),0.015853039235168134
0500000US39091,County,Logan County,2019,Hispanic or Latino (any races),0.020594815107250954
0500000US39091,County,Logan County,2020,Hispanic or Latino (any races),0.021641079018128197
0500000US39091,County,Logan County,2021,Hispanic or Latino (any races),0.022704623250574114
0500000US39091,County,Logan County,2022,Hispanic or Latino (any races),0.023034171334288568
0500000US39091,County,Logan County,2023,Hispanic or Latino (any races),0.02357947760383872
0500000US39097,County,Madison County,2010,Hispanic or Latino (any races),0.014366625224478518
0500000US39097,County,Madison County,2011,Hispanic or Latino (any races),0.01479591836734694
0500000US39097,County,Madison County,2012,Hispanic or Latino (any races),0.014978137501162898
0500000US39097,County,Madison County,2013,Hispanic or Latino (any races),0.017543859649122806
0500000US39097,County,Madison County,2014,Hispanic or Latino (any races),0.0182549786305356
0500000US39097,County,Madison County,2015,Hispanic or Latino (any races),0.018437563704727173
0500000US39097,County,Madison County,2016,Hispanic or Latino (any races),0.019815668202764977
0500000US39097,County,Madison County,2017,Hispanic or Latino (any races),0.02082718878326565
0500000US39097,County,Madison County,2018,Hispanic or Latino (any races),0.021670083121212803
0500000US39097,County,Madison County,2019,Hispanic or Latino (any races),0.023855217352494868
0500000US39097,County,Madison County,2020,Hispanic or Latino (any races),0.02798239412529362
0500000US39097,County,Madison County,2021,Hispanic or Latino (any races),0.0291482848654002
0500000US39097,County,Madison County,2022,Hispanic or Latino (any races),0.031229205387668938
0500000US39097,County,Madison County,2023,Hispanic or Latino (any races),0.033182368503654545
0500000US39101,County,Marion County,2010,Hispanic or Latino (any races),0.022720775214794084
0500000US39101,County,Marion County,2011,Hispanic or Latino (any races),0.02265289578767226
0500000US39101,County,Marion County,2012,Hispanic or Latino (any races),0.023408395046831874
0500000US39101,County,Marion County,2013,Hispanic or Latino (any races),0.023107461058245956
0500000US39101,County,Marion County,2014,Hispanic or Latino (any races),0.02467260186563763
0500000US39101,County,Marion County,2015,Hispanic or Latino (any races),0.025523140369634947
0500000US39101,County,Marion County,2016,Hispanic or Latino (any races),0.02596172935660726
0500000US39101,County,Marion County,2017,Hispanic or Latino (any races),0.02659991092408582
0500000US39101,County,Marion County,2018,Hispanic or Latino (any races),0.02853605600220096
0500000US39101,County,Marion County,2019,Hispanic or Latino (any races),0.029205158553268672
0500000US39101,County,Marion County,2020,Hispanic or Latino (any races),0.030280785465222976
0500000US39101,County,Marion County,2021,Hispanic or Latino (any races),0.030852855611698055
0500000US39101,County,Marion County,2022,Hispanic or Latino (any races),0.032147224070949866
0500000US39101,County,Marion County,2023,Hispanic or Latino (any races),0.03338421921018951
0500000US39117,County,Morrow County,2010,Hispanic or Latino (any races),0.010980166714573154
0500000US39117,County,Morrow County,2011,Hispanic or Latino (any races),0.0120070088759946
0500000US39117,County,Morrow County,2012,Hispanic or Latino (any races),0.013289704067280922
0500000US39117,County,Morrow County,2013,Hispanic or Latino (any races),0.014117241972970646
0500000US39117,County,Morrow County,2014,Hispanic or Latino (any races),0.013966400503706247
0500000US39117,County,Morrow County,2015,Hispanic or Latino (any races),0.014705040910911484
0500000US39117,County,Morrow County,2016,Hispanic or Latino (any races),0.014086120018323408
0500000US39117,County,Morrow County,2017,Hispanic or Latino (any races),0.014601465872652312
0500000US39117,County,Morrow County,2018,Hispanic or Latino (any races),0.01579711382460934
0500000US39117,County,Morrow County,2019,Hispanic or Latino (any races),0.015958349838718806
0500000US39117,County,Morrow County,2020,Hispanic or Latino (any races),0.01695254431103488
0500000US39117,County,Morrow County,2021,Hispanic or Latino (any races),0.017866780286891065
0500000US39117,County,Morrow County,2022,Hispanic or Latino (any races),0.019300430156214625
0500000US39117,County,Morrow County,2023,Hispanic or Latino (any races),0.020171372383761765
0500000US39127,County,Perry County,2010,Hispanic or Latino (any races),0.005411105252934484
0500000US39127,County,Perry County,2011,Hispanic or Latino (any races),0.006182892158215794
0500000US39127,County,Perry County,2012,Hispanic or Latino (any races),0.006503070894589112
0500000US39127,County,Perry County,2013,Hispanic or Latino (any races),0.006833333333333334
0500000US39127,County,Perry County,2014,Hispanic or Latino (any races),0.0076824583866837385
0500000US39127,County,Perry County,2015,Hispanic or Latino (any races),0.008006672226855712
0500000US39127,County,Perry County,2016,Hispanic or Latino (any races),0.008357628765792031
0500000US39127,County,Perry County,2017,Hispanic or Latino (any races),0.008978457261987491
0500000US39127,County,Perry County,2018,Hispanic or Latino (any races),0.008711091383232537
0500000US39127,County,Perry County,2019,Hispanic or Latino (any races),0.008913001356326293
0500000US39127,County,Perry County,2020,Hispanic or Latino (any races),0.007052982000789934
0500000US39127,County,Perry County,2021,Hispanic or Latino (any races),0.008205504173246109
0500000US39127,County,Perry County,2022,Hispanic or Latino (any races),0.008767725747793973
0500000US39127,County,Perry County,2023,Hispanic or Latino (any races),0.009788754184129842
0500000US39129,County,Pickaway County,2010,Hispanic or Latino (any races),0.010818666236072985
0500000US39129,County,Pickaway County,2011,Hispanic or Latino (any races),0.011511099989275372
0500000US39129,County,Pickaway County,2012,Hispanic or Latino (any races),0.01184315817551347
0500000US39129,County,Pickaway County,2013,Hispanic or Latino (any races),0.013202725724020443
0500000US39129,County,Pickaway County,2014,Hispanic or Latino (any races),0.013279720649701074
0500000US39129,County,Pickaway County,2015,Hispanic or Latino (any races),0.01382674457370462
0500000US39129,County,Pickaway County,2016,Hispanic or Latino (any races),0.013718637525429034
0500000US39129,County,Pickaway County,2017,Hispanic or Latino (any races),0.01422908480326819
0500000US39129,County,Pickaway County,2018,Hispanic or Latino (any races),0.014681836176182034
0500000US39129,County,Pickaway County,2019,Hispanic or Latino (any races),0.015242391620102186
0500000US39129,County,Pickaway County,2020,Hispanic or Latino (any races),0.016042689579923622
0500000US39129,County,Pickaway County,2021,Hispanic or Latino (any races),0.016829745596868884
0500000US39129,County,Pickaway County,2022,Hispanic or Latino (any races),0.019147766093955704
0500000US39129,County,Pickaway County,2023,Hispanic or Latino (any races),0.02075762040402056
0500000US39141,County,Ross County,2010,Hispanic or Latino (any races),0.009730864766587284
0500000US39141,County,Ross County,2011,Hispanic or Latino (any races),0.010632265381343918
0500000US39141,County,Ross County,2012,Hispanic or Latino (any races),0.010974805775669283
0500000US39141,County,Ross County,2013,Hispanic or Latino (any races),0.010983324493201723
0500000US39141,County,Ross County,2014,Hispanic or Latino (any races),0.011476217646143472
0500000US39141,County,Ross County,2015,Hispanic or Latino (any races),0.011535417234354523
0500000US39141,County,Ross County,2016,Hispanic or Latino (any races),0.012108521485797524
0500000US39141,County,Ross County,2017,Hispanic or Latino (any races),0.012613358516927775
0500000US39141,County,Ross County,2018,Hispanic or Latino (any races),0.013284065626667013
0500000US39141,County,Ross County,2019,Hispanic or Latino (any races),0.013887982457285317
0500000US39141,County,Ross County,2020,Hispanic or Latino (any races),0.013679606484185388
0500000US39141,County,Ross County,2021,Hispanic or Latino (any races),0.013398692810457516
0500000US39141,County,Ross County,2022,Hispanic or Latino (any races),0.01436451090082083
0500000US39141,County,Ross County,2023,Hispanic or Latino (any races),0.014771048744460856
0500000US39159,County,Union County,2010,Hispanic or Latino (any races),0.012790210056803019
0500000US39159,County,Union County,2011,Hispanic or Latino (any races),0.013031769646522664
0500000US39159,County,Union County,2012,Hispanic or Latino (any races),0.013902041744005455
0500000US39159,County,Union County,2013,Hispanic or Latino (any races),0.01438997005988024
0500000US39159,County,Union County,2014,Hispanic or Latino (any races),0.015339704733925848
0500000US39159,County,Union County,2015,Hispanic or Latino (any races),0.016306945619002096
0500000US39159,County,Union County,2016,Hispanic or Latino (any races),0.01588100933436449
0500000US39159,County,Union County,2017,Hispanic or Latino (any races),0.016554660286407938
0500000US39159,County,Union County,2018,Hispanic or Latino (any races),0.018172072757452105
0500000US39159,County,Union County,2019,Hispanic or Latino (any races),0.020151048193179123
0500000US39159,County,Union County,2020,Hispanic or Latino (any races),0.024585876198779423
0500000US39159,County,Union County,2021,Hispanic or Latino (any races),0.028246244585752464
0500000US39159,County,Union County,2022,Hispanic or Latino (any races),0.0324481129254142
0500000US39159,County,Union County,2023,Hispanic or Latino (any races),0.036747705960911585
M010000US001,Region,15-County Region,2010,Hispanic or Latino (any races),0.03263742017500337
M010000US001,Region,15-County Region,2011,Hispanic or Latino (any races),0.03331038649039745
M010000US001,Region,15-County Region,2012,Hispanic or Latino (any races),0.03405855203315029
M010000US001,Region,15-County Region,2013,Hispanic or Latino (any races),0.03493252075644221
M010000US001,Region,15-County Region,2014,Hispanic or Latino (any races),0.03582585253084406
M010000US001,Region,15-County Region,2015,Hispanic or Latino (any races),0.036797689465558815
M010000US001,Region,15-County Region,2016,Hispanic or Latino (any races),0.0378839398610958
M010000US001,Region,15-County Region,2017,Hispanic or Latino (any races),0.03914108107123939
M010000US001,Region,15-County Region,2018,Hispanic or Latino (any races),0.040364209170671135
M010000US001,Region,15-County Region,2019,Hispanic or Latino (any races),0.04168386383834215
M010000US001,Region,15-County Region,2020,Hispanic or Latino (any races),0.048386071324475914
M010000US001,Region,15-County Region,2021,Hispanic or Latino (any races),0.04961069448542928
M010000US001,Region,15-County Region,2022,Hispanic or Latino (any races),0.05123392590668885
M010000US001,Region,15-County Region,2023,Hispanic or Latino (any races),0.05303199384344445
